yr_cleaned,start,era,era_cleaned,sub_era,sub-sub-era,event_cleaned,source_text,sub-key,type,y-key,pivot,source_cleaned
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Hired by the Sith Lord Tyranus, the Pyke Syndicate murders Sifo-Dyas, who was sent by the Jedi Council to resolve a tribal dispute on Felucia but instead secretly went to negotiate with the Pykes on Oba Diah along with Chancellor Valorum's aide, Silman, per the Chancellor's initiative. Silman is secretly captured by the Pykes for leverage against Tyranus, and the Sith Lord fakes Sifo-Dyas' death on Felucia during the tribal conflict.",Star Wars: Card Trader,18,Canon,8,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Under the control of the Sith, the clones from the template of bounty hunter Jango Fett had behavioral modification biochips inserted which would activate Protocol 66 under the command of the Supreme Chancellor of the Galactic Republic.",Star Wars: Card Trader,19,Canon,9,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Boba Fett is born a clone of Jango Fett on Kamino. Per Jango's request, Boba is the only clone unaltered by the Kaminoans, and as the son of Jango, the clone Fett is trained by his father as a bounty hunter.","Dark Vengeance: The True Story of Darth Maul and His Revenge Against the Jedi Known as Obi-Wan Kenobi, According to Tarkin, the Galactic Senate was founded during or after the Jedi-Sith War, which was waged around 1000 years prior to the formation of the Galactic Empire, per Star Wars Propaganda: A History of Persuasive Art in the Galaxy, and Collapse of the Republic establishes the Senate's founding to thousands of years prior to the Clone Wars, which began in 22 BBY per Star Wars: Galactic Atlas. Thus, the Galactic Senate was founded by circa 1019 BBY.,  Star Wars: The Clone Wars – ""The Mandalore Plot""",20,Canon,10,0,TCW
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Han Solo is born on Corellia.," Star Wars: The Clone Wars – ""The Lost One""",21,Canon,11,0,TCW
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Miara Larte is born. (Approximate date),"Star Wars: Absolutely Everything You Need to Know, Updated and Expanded states that Boba Fett was 10 years old when his father died. Since Star Wars: Galactic Atlas establishes that Jango Fett died in 22 BBY, it could be found that Boba Fett was born in 32 BBY.",22,Canon,12,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Invasion of Naboo; Darth Sidious further manipulates the Trade Federation leadership into instigating a peace crisis for the Republic with the deployment of military forces for the occupation of the harmonious world of Naboo.,The Sith | Star Wars Galaxy of Adventures Fun Facts on the official Star Wars Kids YouTube channel (backup link),10,Canon,13,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"As planned by Darth Sidious, the Trade Federation blockades Naboo in protest of the Senate's decision to tax their much-used Free Trade Zones, escalating the trade disputes; Supreme Chancellor Finis Valorum secretly dispatches Qui-Gon Jinn and Obi-Wan Kenobi to serve as the ambassadors for scheduled negotiations with the Federation in hopes of resolving the Naboo Crisis.","Darth Maul 5,  The Sith | Star Wars Galaxy of Adventures Fun Facts on the official Star Wars Kids YouTube channel (backup link), In Ahsoka, Kaeden Larte is established to have passed her sixteenth birthday one year prior to the novel's events. As the novel also establishes its events to have taken place one year after the founding of the Galactic Empire, and the Empire's founding is dated to 19 BBY by Star Wars: Galactic Atlas, it could be found that Kaeden Larte was born in around 35 BBY.",9,Canon,14,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,c. 100 – 32 BBY,,Padmé Naberrie hosts a summit on Naboo in hopes of rebuilding relations with worlds of the Chommell sector.,"Doctor Aphra 2 has a flashback sequence taken 18 years before the event of the story, in which Chelli Lona Aphra tells her father that her mother had just died. Star Wars: Galactic Atlas states that the Galactic Empire was founded in 19 BBY. According to Doctor Aphra 32, Lona Aphra left the Second Moon of Thrinittik with Chelli when the Empire was existing, and also stated that they lived on the planet for 2 years before Lona's death, which means that Lona died during or after 17 BBY. Davits Draven died during the assault on the Mako-Ta Space Docks, which according to Ultimate Star Wars, New Edition, occurred one year after the mission to steal the Death Star plans. As Star Wars: Galactic Atlas dates the mission to 0 BBY, the assault must have occurred in 1 ABY. Doctor Aphra 2 takes place between Star Wars 30, which takes place in around 0 ABY and Star Wars 50. It cannot have taken place in 0 ABY, as Lona would have died in 18 BBY. If Doctor Aphra 2 took place in 1 ABY, it would mean that Lona died in 17 BBY, fulfilling the above information. Additionally, Doctor Aphra 32 also has a flashback sequence depicting Lona Aphra's death 18 years prior to the events of the comic. As Doctor Aphra 12 takes place between Doctor Aphra 2 and Doctor Aphra 32, the comic issue's events must also take place around 1 ABY. As this includes Thomas Toov saying that he has ""only lived 400 years,"" it could be found that Toov was born circa 400 BBY.",8,Canon,15,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,c. 100 – 32 BBY,,Padmé Naberrie defeats the isolationist Queen of Naboo Sanandrassa in an election for the throne. Naberrie is coronated during the Day of Ascendancy; The monarch adopts Amidala as her regnal name.,"Star Wars: Card Trader (Card: Obi-Wan Kenobi - Padawan - Base Series 1) establishes that Obi-Wan Kenobi was born fifty-seven years before the Battle of Yavin, which Star Wars: Galactic Atlas dates to 0 BBY. Therefore, it could be found that Kenobi was born in around 57 BBY., Doctor Aphra 2 has a flashback sequence taken 18 years before the event of the story, in which Chelli Lona Aphra tells her father that her mother had just died. Star Wars: Galactic Atlas states that the Galactic Empire was founded in 19 BBY. According to Doctor Aphra 32, Lona Aphra left the Second Moon of Thrinittik with Chelli when the Empire was existing, and also stated that they lived on the planet for 2 years before Lona's death, which means that Lona died during or after 17 BBY. Davits Draven died during the assault on the Mako-Ta Space Docks, which according to Ultimate Star Wars, New Edition, occurred one year after the mission to steal the Death Star plans. As Star Wars: Galactic Atlas dates the mission to 0 BBY, the assault must have occurred in 1 ABY. Doctor Aphra 2 takes place between Star Wars 30, which takes place in around 0 ABY and Star Wars 50. It cannot have taken place in 0 ABY, as Lona would have died in 18 BBY. If Doctor Aphra 2 took place in 1 ABY, it would mean that Lona died in 17 BBY, fulfilling the above information. Additionally, Doctor Aphra 32 also has a flashback sequence depicting Lona Aphra's death 18 years prior to the events of the comic. As Doctor Aphra 12 takes place between Doctor Aphra 2 and Doctor Aphra 32, the comic issue's events must also take place around 1 ABY. As this includes Thomas Toov saying that he has ""only lived 400 years,"" it could be found that Toov was born circa 400 BBY.,  Star Wars: The Clone Wars – ""The Mandalore Plot"", Star Wars Propaganda: A History of Persuasive Art in the Galaxy states that the Dark Age was a period of time between the collapse of the Old Republic and the formation of the modern Galactic Republic.",7,Canon,16,0,TCW
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,c. 100 – 32 BBY,,A taxation propositional is pushed through by the popular Chancellor Valorum; Prop 31-814D is passed by the Galactic Senate of the Republic and the Free Trade Zones are taxed.,Star Wars Propaganda: A History of Persuasive Art in the Galaxy states that the Dark Age was a period of time between the collapse of the Old Republic and the formation of the modern Galactic Republic.,6,Canon,17,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,c. 100 – 32 BBY,,"Through the fictitious Kaitis Cartel, Maul begins to build his contacts in the criminal underworld.","Star Wars: Complete Vehicles, Darth Maul 2",4,Canon,18,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,c. 100 – 32 BBY,,"Darth Sidious deploys his Sith apprentice, Darth Maul, to prevent his plans from being exposed by eliminating all participants and witnesses of a pirate attack on a Trade Federation fleet."," Star Wars: Galaxy's Edge – Star Wars: Datapad mentions that Wazellman was 69 years old at the time of Star Wars: Galaxy's Edge, which is dated to 34 ABY by a timeline shown at D23 Expo 2019, placing Wazellman's birth year at circa 35 BBY., Star Wars: Complete Vehicles",2,Canon,19,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Anakin Skywalker wins the Boonta Eve Classic; with Jedi Qui-Gon Jinn's interference, the slave is freed from the Toydarian junk dealer Watto and follows the Jedi.",The Sith | Star Wars Galaxy of Adventures Fun Facts on the official Star Wars Kids YouTube channel (backup link),12,Canon,20,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,c. 100 – 32 BBY,,"By this point, Wilhuff Tarkin became the Governor of Eriadu with backing from Sheev Palpatine, Senator of Naboo and secretly the Sith Lord Darth Sidious.","Star Wars: Galaxy's Edge has official backstory elements that, though not directly published for the public, are officially canon details that can be obtained verbally from cast members working in the land.",0,Canon,21,0,Other
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Count Dooku leaves the Jedi Order and disappears, secretly joining Darth Sidious.",Jedi vs. Sith: The Essential Guide to the Force,18,Legends,22,0,Other
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"The creation of a secret clone army begins on Kamino, under the order placed by Jedi Master Sifo-Dyas. Jango Fett a bounty hunter whose DNA is the specimen for replication, requests an unaltered clone be made for him; he names him Boba Fett.",Star Wars: Episode II Attack of the Clones,17,Legends,23,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Padmé Amidala, former Princess of Theed, is elected Queen of Naboo.",Star Wars: Episode I The Phantom Menace,16,Legends,24,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,Obi-Wan Kenobi and Qui-Gon Jinn are secretly dispatched by Chancellor Valorum to resolve the conflict peacefully. This fails when Viceroy Gunray orders the Jedi to be killed.,Star Wars: Episode I The Phantom Menace,15,Legends,25,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Jinn and Kenobi flee to the surface of the planet during the early stages of the invasion and rescue Queen Amidala, along with her political retinue and personal security force. Due to a communications blackout on Naboo, they decide to travel to Coruscant to appeal directly to the Galactic Senate regarding the Trade Federation's invasion.",Star Wars: Episode I The Phantom Menace,14,Legends,26,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Queen Amidala, the Jedi, and their allies escape Naboo onboard the Naboo Royal Starship. However, the ship's hyperdrive and shield generator are both damaged. Though the shields are restored by the astromech droid R2-D2, the damage to the hyperdrive forces them to land on the remote world Tatooine for repairs.",Star Wars: Episode I The Phantom Menace,13,Legends,27,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Anakin Skywalker, a slave boy, is discovered by Qui-Gon Jinn on Tatooine. Qui-Gon wins Anakin's freedom by betting against Anakin's owner Watto in the Boonta Eve Classic podrace, which Anakin himself participates in. The monetary winnings from the race are subsequently used to repair the Naboo Royal Starship's hyperdrive.",Star Wars: Episode I The Phantom Menace,12,Legends,28,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"While on Tatooine, Darth Maul is encountered by Qui-Gon Jinn. This eventually leads to the Jedi Order learning that the Sith have returned.",Star Wars: Episode I The Phantom Menace,11,Legends,29,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"The Queen arrives on Coruscant and addresses the Galactic Senate about the Trade Federation's occupation of Naboo. Due to Supreme Chancellor Finis Valorum's apparent inability to take direct action to help Naboo, Amidala calls for a Vote of No Confidence in Valorum's leadership. Valorum is promptly impeached the following day.",Star Wars: Episode I The Phantom Menace,10,Legends,30,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Queen Amidala returns to Naboo and ends a period of disdain between the two predominant species on the planet: Humans and Gungans. The Gungans engage the droid army while the Queen and her security force capture the leaders of the Trade Federation. In the battle, Qui-Gon Jinn is killed by Darth Maul, who, in turn, is bisected by Obi-Wan Kenobi, but survives. Daultay Dofine is killed when the Droid Control Ship is destroyed by Anakin Skywalker.",Star Wars: Episode I The Phantom Menace,9,Legends,31,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Darth Plagueis is killed by his apprentice, Darth Sidious, who then becomes the new Dark Lord of the Sith.",Darth Plagueis,8,Legends,32,0,Other
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Following the Battle of Naboo, Senator Palpatine is elected Supreme Chancellor of the Republic, replacing Finis Valorum.",Star Wars: Episode I The Phantom Menace,7,Legends,33,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Yuuzhan Vong reach the galaxy.,Rogue Planet,6,Legends,34,0,Other
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,Rotta is born to Jabba Desilijic Tiure on Tatooine.,Star Wars: The Clone Wars: The Visual Guide,5,Legends,35,0,TCW
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Bail Antilles retires as Senator of Alderaan, and is succeeded by Bail Organa."," Antilles, Bail in the Databank (content now obsolete; backup link)",4,Legends,36,0,Other
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Red Guard is formed.,,3,Legends,37,0,Other
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Jedi High Council grants Obi-Wan Kenobi the rank of Jedi Knight and allow him to take on Anakin Skywalker as his Padawan.,Star Wars: Episode I The Phantom Menace,2,Legends,38,0,PT
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Count Dooku murders Sifo-Dyas and becomes Darth Tyranus, the second Sith apprentice of Darth Sidious."," Star Wars: The Clone Wars – ""The Lost One""",1,Legends,39,0,TCW
32 BBY,-32,The Great Peace of the Republic,The Great Peace of the Republic,0,,"As a protest to the increased taxation of trade routes, the Trade Federation, under the influence of Darth Sidious, blockades, and eventually invades, Naboo.",Star Wars: Episode I The Phantom Menace,0,Legends,40,0,PT
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,c. 100 – 32 BBY,,"The Naboo Crisis is fermented as the Eriadu Conference occurs; As planned by the Sith Darth Sidious, Supreme Chancellor Finis Valorum survives an assassination attempt with a temporary boost in popularity whilst the Trade Federation leadership, as well as potential candidates for the position, including several key executives of Kuat Drive Yards, are killed by the radical political group known as the Nebula Front. Nute Gunray ascends to the position of the Viceroy of the Trade Federation and appoints his allies to powerful positions within the Federation.","In Ahsoka, Kaeden Larte is established to have passed her sixteenth birthday one year prior to the novel's events. As the novel also establishes its events to have taken place one year after the founding of the Galactic Empire, and the Empire's founding is dated to 19 BBY by Star Wars: Galactic Atlas, it could be found that Kaeden Larte was born in around 35 BBY., Guardians of the Whills, Star Wars: Galaxy's Edge has official backstory elements that, though not directly published for the public, are officially canon details that can be obtained verbally from cast members working in the land.",1,Canon,41,0,Other
32 BBY,-32,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),The Capture of Theed; the Trade Federation Droid Army establishes itself at the Naboo capital and begins forcefully removing its citizens to prison camps.,The Sith | Star Wars Galaxy of Adventures Fun Facts on the official Star Wars Kids YouTube channel (backup link),11,Canon,42,0,Other
31 BBY,-31,The Great Peace of the Republic,The Great Peace of the Republic,0,,Quinlan Vos is captured by the Witches of Dathomir and taken as a slave.,,4,Legends,1,1,Other
31 BBY,-31,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Hetto begins working at World Window Plaza.,"According to  SWCC 2019: 9 Things We Learned from The Mandalorian Panel on StarWars.com (backup link), the events of The Mandalorian take place about five years after the events of Star Wars: Episode VI Return of the Jedi, which Star Wars: Galactic Atlas dates to 4 ABY. Therefore, the events of The Mandalorian must have taken place around 9 ABY. Since Grogu is established by Chapter 1: The Mandalorian to be fifty years old at the time of the episode, he must have been born in around 41 BBY.",1,Canon,2,1,OT
31 BBY,-31,The Great Peace of the Republic,The Great Peace of the Republic,0,,Poggle the Lesser leads a revolt against Archduke Hadiss the Vaulted on Geonosis. The revolt is successful and Poggle succeeds Hadiss as Archduke.,,6,Legends,3,1,Other
31 BBY,-31,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Nightsisters succeed in capturing a Star Temple and slaughter many Kwi.,,5,Legends,4,1,Other
31 BBY,-31,The Great Peace of the Republic,The Great Peace of the Republic,0,,Borsk Fey'lya is born on Kothlis. (Approximate date),,2,Legends,5,1,Other
31 BBY,-31,The Great Peace of the Republic,The Great Peace of the Republic,0,,Lando Calrissian is born on Socorro.," ""Underworld: A Galaxy of Scum and Villainy""—Star Wars Insider 89",1,Legends,6,1,Other
31 BBY,-31,The Great Peace of the Republic,The Great Peace of the Republic,0,,Crix Madine is born on Corellia.,Dark Force Rising Sourcebook,0,Legends,7,1,Other
31 BBY,-31,The Great Peace of the Republic,The Great Peace of the Republic,0,,Silya Shessaun is elected Senator of Thesme.,,3,Legends,8,1,Other
31 BBY,-31,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Paodok'Draba'Takat Sap'De'Rekti Nik'Linke'Ti' Ki'Vef'Nik'NeSevef'Li'Kek (Pao) is born on Pipada.,Last Shot,5,Canon,9,1,Other
31 BBY,-31,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Apailana is born on Naboo.,"Star Wars Rebels: The Visual Guide states that Kanan Jarrus and Hera Syndulla met on Gorse, as depicted in the novel A New Dawn, six years prior to the events of Star Wars Rebels. Star Wars: Galactic Atlas states that Star Wars Rebels begins in the year 5 BBY, thereby dating the events of A New Dawn to 11 BBY. During the Gorse conflict, Jarrus, Syndulla, Zaluna Myder and Skelly, investigating Denetrius Vidian's identity, discover that he was once Lemuel Tharsa via hologram footage taken twenty years before during his visit to the Introsphere facility. Thus, it could be calculated that the visit took place circa 31 BBY., In Ahsoka, the family of Kaeden Larte is established have moved to Raada when Kaeden was four years of age. As the novel also establishes its events to have taken place one year after the founding of the Galactic Empire, and the Empire's founding is dated to 19 BBY by Star Wars: Galactic Atlas, it could be found that the Lartes moved to Raada in circa 31 BBY.",4,Canon,10,1,Rebels
31 BBY,-31,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Kaeden and Miara Larte moves to the remote moon named Raada along with their parents.,"Blue Shadow Virus"" involves the raid on Nuvo Vindi's laboratory in which Gregar Typho states that the Separatist scientist disappeared ""ten years ago."" As the raid is dated to 21 BBY by Star Wars: Galactic Atlas, Nuvo Vindi must have disappeared in circa 31 BBY.",3,Canon,11,1,Other
31 BBY,-31,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Lemuel Tharsa, an inspector for the Interstellar Thorilide Guild, contracts Shilmer's syndrome while inspecting the Introsphere refinery on Gorse.","In Ahsoka, Miara Larte is established to be fourteen years old. As the novel also establishes its events to have taken place one year after the founding of the Galactic Empire, and the Empire's founding is dated to 19 BBY by Star Wars: Galactic Atlas, it could be found that Miara Larte was born in circa 32 BBY.",2,Canon,12,1,Other
31 BBY,-31,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Qi'ra is born on Corellia.," Star Wars: The Clone Wars – ""The Lost One""",6,Canon,13,1,TCW
31 BBY,-31,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Disappearance of Doctor Nuvo Vindi. Vindi eventually re-emerges as a Separatist scientist operating on Naboo in 21 BBY.,Solo: A Star Wars Story The Official Guide,0,Canon,14,1,Other
30 BBY,-30,The Great Peace of the Republic,The Great Peace of the Republic,0,,Professor Rynalla attempts to excavate the Bracers of Najus on Leritor.,,5,Legends,1,0,Other
30 BBY,-30,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Adi Gallia, Ki-Adi-Mundi and A'Sharad Hett begin the hunt for Aurra Sing.",,0,Legends,2,0,Other
30 BBY,-30,The Great Peace of the Republic,The Great Peace of the Republic,0,,"The Jedi Knight Vergere traveled to Zonama Sekot and encountered an advance scouting force of Yuuzhan Vong, which she then left with to prevent any conflict from harming the world.",The Essential Atlas,1,Legends,3,0,Other
30 BBY,-30,The Great Peace of the Republic,The Great Peace of the Republic,0,,Ysanne Isard is born on Coruscant. (Approximate date),X-Wing: Rogue Squadron,2,Legends,4,0,Other
30 BBY,-30,The Great Peace of the Republic,The Great Peace of the Republic,0,,Kh'aris Fenn attempts a coup on the Twi'lek Clan Council.,,3,Legends,5,0,Other
30 BBY,-30,The Great Peace of the Republic,The Great Peace of the Republic,0,,Anzati released from stasis by Aayla Secura overrun Kiffex.,,4,Legends,6,0,Other
30 BBY,-30,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Rinnrivin Di is born., Queen Apailana in the Databank (backup link),1,Canon,7,0,Other
30 BBY,-30,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Padmé Amidala is re-elected Queen of Naboo.,"According to Tarkin, the Galactic Senate was founded during or after the Jedi-Sith War, which was waged around 1000 years prior to the formation of the Galactic Empire, per Star Wars Propaganda: A History of Persuasive Art in the Galaxy, and Collapse of the Republic establishes the Senate's founding to thousands of years prior to the Clone Wars, which began in 22 BBY per Star Wars: Galactic Atlas. Thus, the Galactic Senate was founded by circa 1019 BBY.,  Prime Minister Almec in the Encyclopedia (content now obsolete; backup link), According to Star Wars Character Encyclopedia: Updated and Expanded, Apailana became Queen of Naboo aged twelve, towards the end of the Clone Wars. Since Star Wars: Galactic Atlas establishes that the Clone Wars was a four year conflict spanning from 22 to 19 BBY, it could be found that Apailana became Queen of Naboo either in 20 or 19 BBY. Therefore, her birth that took place twelve years earlier must occurred around 31 BBY.",0,Canon,8,0,Other
29 BBY,-29,The Great Peace of the Republic,The Great Peace of the Republic,0,,Han Solo is born on Corellia.,,2,Legends,1,1,Other
29 BBY,-29,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Hera Syndulla is born on Ryloth.,Gadgets and Gear,0,Canon,2,1,Other
29 BBY,-29,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Obi-Wan Kenobi and his Padawan learner, Anakin Skywalker, undertake a mission to Dallenor as a result of the Dallenor Excavation. The two then travel to Carnelion IV following a distress signal sent from the planet. The Jedi find a war-torn world, split between the Open and Closed factions in the Open-Closed War. The Jedi Order and a Galactic Republic Judicial Forces fleet arrive shortly after, enforcing a cease in hostilities. (Approximate date)      Supreme Chancellor Sheev Palpatine and Jedi in the latter's Temple, on Anakin Skywalker","Queen's Shadow, which has the effects of the groundquakes at Bromlarch as its central plot point, is set four years after the Invasion of Naboo, dated to 32 BBY by Star Wars: Galactic Atlas. Thus, it could be found that the events of Queen's Shadow occurred around 28 BBY. As such, since Padmé Amidala is established to have been serving the second of her two two-year terms when she stepped down in 28 BBY, it could be found that Amidala's second term began in around 30 BBY., Star Wars: Scum and Villainy: Case Files on the Galaxy's Most Notorious establishes that Rinnrivin Di was 57 years old in the year 8004 C.R.C.. From this his birth can be calculated to tge year 7947 C.R.C.; because Scum and Villainy also states that the escape from Cloud City took place in 7980 C.R.C., and Star Wars: Galactic Atlas dates that event to 3 ABY, 7947 C.R.C. converts to 30 ABY.",1,Canon,3,1,Other
29 BBY,-29,The Great Peace of the Republic,The Great Peace of the Republic,0,,"The Jamaane Coup occurs within the Yuuzhan Vong; Quoreal is deposed as Supreme Overlord, and Shimrra Jamaane takes his place.",,5,Legends,4,1,Other
29 BBY,-29,The Great Peace of the Republic,The Great Peace of the Republic,0,,Dash Rendar is born on Corellia. (Approximate date),,4,Legends,5,1,Other
29 BBY,-29,The Great Peace of the Republic,The Great Peace of the Republic,0,,Preparations begin for the Outbound Flight Project.,,3,Legends,6,1,Other
29 BBY,-29,The Great Peace of the Republic,The Great Peace of the Republic,0,,Raith Sienar presents the original concept for the Death Star to Wilhuff Tarkin.,,1,Legends,7,1,Other
29 BBY,-29,The Great Peace of the Republic,The Great Peace of the Republic,0,,Thracia Cho Leem leaves the Jedi Order.,,0,Legends,8,1,Other
28 BBY,-28,The Great Peace of the Republic,The Great Peace of the Republic,0,,Quinlan Vos is promoted to Jedi Master on Coruscant.,,7,Legends,1,0,Other
28 BBY,-28,The Great Peace of the Republic,The Great Peace of the Republic,0,,Aayla Secura is knighted on Coruscant.,,6,Legends,2,0,Other
28 BBY,-28,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Colicoids take over spice processing on Nar Shaddaa.,,5,Legends,3,0,Other
28 BBY,-28,The Great Peace of the Republic,The Great Peace of the Republic,0,,Luminara Unduli takes Barriss Offee as her Padawan. (Approximate date),,4,Legends,4,0,Other
28 BBY,-28,The Great Peace of the Republic,The Great Peace of the Republic,0,,Chancery election; Palpatine is re-elected Supreme Chancellor.,,3,Legends,5,0,Other
28 BBY,-28,The Great Peace of the Republic,The Great Peace of the Republic,0,,Soontir Fel is born on Corellia.,,2,Legends,6,0,Other
28 BBY,-28,The Great Peace of the Republic,The Great Peace of the Republic,0,,Bria Tharen is born on Corellia. (Approximate date),,1,Legends,7,0,Other
28 BBY,-28,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Vagaari are defeated by the Chiss Ascendancy.,,0,Legends,8,0,Other
28 BBY,-28,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Padmé Amidala steps down following two two-year terms as Queen of Naboo. Réillata defeats Jamillia in her campaign to succeed Amidala, though Jamillia later reigns for four years before being succeeded by Neeyutnee during the Clone Wars."," Prime Minister Almec in the Encyclopedia (content now obsolete; backup link), Obi-Wan and Anakin 1, Obi-Wan and Anakin 1 establishes that the events of the comic issue took place ""a few years"" or ""several years"" after the events of Star Wars: Episode I The Phantom Menace, which are dated to 32 BBY by Star Wars: Galactic Atlas., Queen's Shadow, which has the effects of the groundquakes at Bromlarch as its central plot point, is set four years after the Invasion of Naboo, dated to 32 BBY by Star Wars: Galactic Atlas. Thus, it could be found that the events of Queen's Shadow occurred around 28 BBY.",0,Canon,9,0,PT
28 BBY,-28,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Theed Spaceport is developed with haste using Republic reparation money provided for the Trade Federation invasion. Ignoring the Naboo design aesthetic save for its curved docking platform, it receives immigrants seeking the prospect of spice-mining Naboo's moons and increased traffic resulting from the high-profile tenure of Senator Padmé Amidala. (Approximate date)","According to Nexus of Power, which is set in the Imperial Era that begun in 19 BBY as dated by Star Wars: Galactic Atlas, the Jedi credited Ossus as having been their cultural center for a 12,000 year period. As such, it could also be calculated that Ossus came to be the Jedi's cultural center in approximately 12,000 BBY.",5,Canon,10,0,Other
28 BBY,-28,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Bom Vimdin is born.,Doctor Aphra 33,4,Canon,11,0,Other
28 BBY,-28,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Ryoo Naberrie is born.," Prime Minister Almec in the Encyclopedia (content now obsolete; backup link), Obi-Wan and Anakin 1",3,Canon,12,0,Other
